TransactionId|AccountId|TransactionDate|TransactionType|TransactionCurrency|TransactionAmount|TransactionNarrative|ReversalIndicator|MID|CardType
e3455a45-dd50-1ad9-3480-3859fe1a71e7|84ceb951-f682-4095-4ee6-9843eaec472f|01/04/2025|Transfer|CUC|169.18|voluptates|Y|tej7iotlqlkyrt2|Amex
6dbbaae2-275f-8f2d-6c4c-aa909d27a8a9|bf247266-2d02-f74d-e0ee-426680b99159|02/04/2025|Credit|CLP|42.82|consequuntur|N|bkb69t9u19whifa|Amex
45c4a058-8d18-81fb-f33c-c655451189c1|d7eb2d96-5eb0-6972-66e2-4aed521fbbff|04/04/2025|Transfer|GHS|157.62|amet|N|z81x5b92u8voqw3|Mastercard
f38ddfd2-968e-c83d-367c-c18042ccc4ed|f8424ec3-4eec-06bf-5851-ba359cb2d232|07/04/2025|Debit|CUP|334.51|impedit|N|q62fi28zobrps0w|Visa
5c57816c-a52f-b39b-a376-c0e3fa542a5a|6a813a29-6bde-5dd0-a9eb-e5f226014bf4|04/04/2025|Credit|CRC|116.86|perspiciatis|Y|5losnj8e2kg08vo|Visa
bc831f98-959b-81ff-a103-372ad7bb636d|12018560-7401-d36d-ede3-cab2d73eb829|20/03/2025|Credit|BTN|30.08|architecto|N|oqh68ca0z14unfb|Discover
0e7f832c-6cd0-9aee-9ac6-bb59bbfafaad|00fd4fa3-a51c-3b14-3000-93289287044c|20/03/2025|Transfer|IRR|47.91|natus|N|a9qeui0wnqtlyb8|Discover
6f754fe7-b916-31cd-fa3c-4a36dc93c427|b57cca2a-66cd-70c4-f390-534e66078764|30/03/2025|Credit|BHD|129.96|ipsa|N|aodtqb185o3ba5j|Visa
6c75fbc6-6659-dcd7-200a-7a43a8362148|6a473437-f121-8847-7704-288354ae2c0a|11/04/2025|Transfer|BSD|194.46|consequatur|Y|3p3khzi32dgiexx|Mastercard
c9cd5f88-7792-1487-4f9b-08aa1fc4ac48|b181224b-34e4-d6fc-a09c-529a2ce1886d|25/03/2025|Debit|ANG|370.02|aut|N|bhyzmfb5foluxdg|Amex
723a2387-4918-0928-d96a-bb2700e47f0a|a436149a-dcf4-6d4b-b222-a6d253e9311a|25/03/2025|Credit|PKR|90.58|aliquam|N|jwje2w229ui6isj|Amex
88dd94a1-e2c4-5133-93d0-24727f08c2fa|e4e61b00-f754-62b4-fd2c-f421ceddec8d|16/03/2025|Transfer|TRY|222.38|doloribus|N|8hvuccel19uhupd|Visa
64627b1c-1c6b-8787-7e66-00e5125c8046|e7d6bfda-36f7-95c0-02c9-502ac064135f|18/03/2025|Debit|ZMK|302.56|tempore|N|5znznbf37b12pdh|Discover
11c6dc3e-17d9-657a-9297-2c041f24836a|dde7497f-0abf-5abc-c7ac-d8425176bcab|21/03/2025|Transfer|VND|135.54|soluta|N|i5dzidvyc02fybo|Visa
14a8d0eb-1571-28c2-87eb-7367bf93e3e0|24a3bda8-419f-a68a-17c3-c64a29cc470c|22/03/2025|Debit|MWK|357.95|amet|N|wfzuc64g0q93prk|Visa
c03a168b-db3f-77a7-44ac-57073ed5f01f|3c8335f8-2e1b-fb79-dd05-a24fbe111d35|12/04/2025|Debit|UZS|87.59|sunt|N|fzv81cmsjbas0j1|Amex
3fdc7828-f603-125e-54ae-34a84fba531a|0299beb0-466e-3aa2-b04f-cee515f9f3a7|02/04/2025|Debit|TND|52.36|ex|N|vu3hr7xu5bn5oaa|Discover
44028bc0-0797-ae3a-6709-d5f0a0a2e95e|ef02fffb-1acd-3fd0-1b26-0dd8842b0a38|17/03/2025|Credit|CNY|192.26|mollitia|N|tppue71os9rahxs|Amex
c63d130c-1f46-d033-d101-3120fbd37495|06a83ab4-4ab6-7641-2431-24fe7853101f|02/04/2025|Credit|BZD|174.73|quis|Y|k4swax4f2xrvrvb|Mastercard
cc8c4fb7-afe0-0105-8406-19ff22ac2f88|e3422d6b-1d8d-5dfa-06ff-7e46bd9d187f|25/03/2025|Debit|CDF|215.41|consectetur|N|akfe8exmoonw0mn|Mastercard
20b7d446-4586-419d-5c1b-706bb7bdc8fe|2dce2a8d-5d17-4521-4106-06f359491e6e|29/03/2025|Debit|BRL|16.61|maxime|N|2tb8qksczlwgwd5|Amex
9a12e400-8843-396b-7566-94c260b5bafc|514553de-ce8b-6385-d9ce-3195fd4a4ea9|25/03/2025|Debit|CUC|304.21|iste|N|wnlsnqi956t47sf|Visa
713b919b-25ff-1ac5-64ea-b9819721e9d2|13017890-ec9c-60d2-6402-0e7e5784204d|28/03/2025|Credit|CVE|165.6|nihil|N|lyqxr0s5saqf4ut|Mastercard
395d8ae3-b430-7198-c020-b65dbd65c602|8cfe74aa-f1fe-0df0-b4bd-d1e9e82b5f3d|24/03/2025|Transfer|THB|263.83|et|N|vluu051ojy9hmqu|Mastercard
a9197ae4-bde6-8f7c-4187-86c42c7164bb|d930388f-b011-8971-7d19-a02315bad496|19/03/2025|Transfer|GYD|51.63|est|N|jgcqz04tqyniib0|Mastercard
3e3fe22c-54fb-c953-e97f-d8f8d2a69585|3ecdb02b-8581-00b9-a4d5-acbaa5bd62a5|11/04/2025|Transfer|SZL|230.66|nihil|N|2gk0lw8a1a2d1hd|Amex
39f3497c-1c97-c562-92a9-41eababfa041|28ed9114-2e80-12b9-33d4-73e64f946106|15/03/2025|Credit|TOP|161.05|est|N|2wbuwhl5r7z7w98|Discover
de203388-c378-7162-8014-83b2e30dc021|84be83a5-33a5-aee9-bcc9-82866400058f|10/04/2025|Credit|AOA|105.55|veritatis|N|sr0a9dwx3jcqmgz|Mastercard
4177e140-bb5f-6b5f-935e-6393767b688d|3048df9c-ef89-0718-a571-ac5add5e319c|12/04/2025|Debit|TJS|371.35|corporis|N|a85ymxyvvkpnva0|Discover
d6db9451-d1c1-fd19-2798-51f9a18e3b72|1593e8f2-341f-b3b8-bebb-86e9bf73cab1|16/03/2025|Transfer|BMD|57.06|corporis|N|g5cjkrsaqukyum0|Visa
39ea01ab-ebee-c762-fc43-b07427896bf8|9b3a0cdc-dd25-8744-03ac-d36468aec0b8|19/03/2025|Debit|LSL|252.84|at|N|4m463pdlrno1t2z|Amex
8e477be1-ada6-b22b-09b8-ae7735247485|a01c95b5-f26e-95f3-bab7-e1ba547fc595|27/03/2025|Debit|UYU|367.71|quia|N|321zdf2gjn4xwbd|Visa
5aae6cb6-6f76-6eb3-d7b0-69b3aafe2704|a02528af-fcbc-c5ed-1bf4-bf5ccd4786b8|29/03/2025|Credit|GEL|177.39|doloribus|N|atsgwak3gi62dip|Mastercard
cb706189-082a-7259-8529-3043aebff6f0|2f4844fa-f671-6a35-d686-23a59ac73d1b|06/04/2025|Debit|XBB|314.06|reprehenderit|N|obogfuzd06g99ua|Visa
8641a710-f238-b18f-73e2-e071983d5608|41ef7201-58ce-9b4c-9b10-e78d11e203fb|27/03/2025|Transfer|IQD|310.71|impedit|N|4wx850lr2b4umzh|Discover
75e2a0d3-aa81-ebf6-78d4-43b004c20cd9|6976f3ca-61f7-30c6-668b-f41d5d147d14|10/04/2025|Transfer|SAR|334.17|qui|N|wqe2q3fcobg5le5|Amex
60eca5ad-865c-5a81-1fd7-8e0e27ad664c|c397e45b-ce16-a025-e306-d97cd2097b52|10/04/2025|Transfer|AMD|280.32|dolorem|N|i0l035s1uru86ow|Discover
4493629c-b4f7-dd41-4778-553dbd08f91b|ad1713d5-2ace-21d9-dd57-52b4aa4d394d|15/03/2025|Debit|PLN|126.34|veniam|N|kirn2nclntb5z7h|Discover
969d86af-3acc-fa41-2ba2-90d7d52a8b43|c48bc1aa-048f-0e67-cedb-fbd29628b3e4|02/04/2025|Debit|XOF|321.8|eveniet|N|vgcffrx4cbga1se|Visa
e4eae8ca-efeb-510b-ae81-9ad7e3c77598|b5bf5000-1b98-0b0f-fa6f-37200650ebe6|03/04/2025|Transfer|SVC|306.12|repellendus|N|j5j3crisflgbftp|Discover
5a145089-2fc7-0ab0-28f7-d86bdbc4755b|07112ff2-b992-66f9-6a87-f4484fb735fe|04/04/2025|Credit|MYR|246.36|voluptatem|N|g9g5xr8rwa0ml4r|Amex
e656fd9e-5dd4-9200-cb64-c5ceb9f6dfd0|05f84714-818a-1507-aa97-d8ba04b66239|09/04/2025|Debit|LTL|326.78|quis|N|ikrjyusq6atbbu0|Amex
ad2ace6c-9c4e-94d8-0677-b1f53e359bbd|c70d64d6-5a32-8595-4778-4de994536ff3|05/04/2025|Debit|SRD|343.49|rerum|N|82ugp7fklqxzs2o|Mastercard
04f7dc60-3373-decb-516c-b9f2d7e68433|4bbc91ba-9ba5-e33c-d89a-5854714beea7|30/03/2025|Transfer|HNL|244.06|rerum|N|eyukmjb1m5b0k5c|Visa
a05a7bc2-9499-0b88-c466-b049d096d7c9|57f3c6e8-3400-bec4-5bf5-c642d9c291cc|06/04/2025|Transfer|BHD|152.56|praesentium|N|sq1p3es4fajknkk|Visa
9ff50bef-a546-4641-0e46-c9bfe4c02176|d67ad696-1d6d-37ec-1dad-077e7a09c705|04/04/2025|Credit|ANG|70.79|voluptatibus|N|0zgl0e9w5sppucn|Discover
6393a148-d3e9-92c6-0d30-67dd43f7a00b|06d06f6c-fe7b-7d5c-7a81-851b7d4f2e2c|22/03/2025|Debit|XAU|190.71|et|N|dch3chkjwfhzjh8|Discover
f4f2dd81-a97b-4d20-360a-e5873a82b606|ae9e197b-4ba1-a8d4-15bc-619fd24cbe96|23/03/2025|Debit|HRK|50.43|sit|N|g3f5tu2xpsmue6c|Mastercard
a1ab50a2-0d79-02d1-47aa-7e2ab7ef6945|c8c4c83e-73b6-f616-ada4-40f00fd9e6e1|03/04/2025|Credit|RWF|346.51|quidem|N|9dygj2jc6vuywhz|Discover
e984364d-9236-3892-6a5c-ff651f0c16e8|f954e003-0b92-a6fc-c12d-02e1f73d890f|19/03/2025|Debit|SVC|119.95|reprehenderit|N|kk7dm1dz4n61dxi|Discover
740e09a1-efe1-aae9-6f59-75e8ed0c0111|14e20cdd-250f-9caf-16ae-f1e33a56ad0e|30/03/2025|Transfer|GYD|374.25|nihil|N|p8tom2cdnt4n3dt|Mastercard
573cf7b7-0033-ae4a-03f9-e23c7d7dc330|b316354b-4309-2d95-b4ea-dd0d212fab68|08/04/2025|Credit|KMF|12.11|sint|N|0ot6rv0j54smrzf|Discover
153057bc-c5d5-b83a-cf69-d4b51258dac9|9a240ec7-1694-f0d6-9988-b3ad2474d7f0|29/03/2025|Debit|AMD|150.14|perspiciatis|N|2zs68myilye81r4|Amex
a5fc863b-be88-e375-6b77-e49b641c9b44|59c167a9-824f-3264-a391-2fccf58d0986|20/03/2025|Credit|XTS|291.25|impedit|N|zrphgofp1vls3qy|Discover
153c7d69-eb88-2453-6aa6-23a2f159a40e|84a8d04e-6a8a-f0ef-de01-be4672a9b2c5|27/03/2025|Credit|MDL|159.85|sunt|N|jgy2nb652h8x3tc|Mastercard
e5ccc6c4-5dce-863b-0470-44f10e06c163|2e789925-679a-1ca1-22c8-5cac16cbb0b8|31/03/2025|Credit|KMF|164.53|quae|N|4c4hw5rybmhzny7|Amex
9cf425f7-07b2-e737-7ab8-0721cff64a32|6c8791fe-a8f8-988e-a87f-d5445c289d2a|19/03/2025|Transfer|BAM|182.57|sit|N|cue0qcj73rhprge|Amex
b2990824-cf82-6510-f27d-08d75abebe2a|e3acc70b-20cf-dfe6-4e47-2d047da7b66b|17/03/2025|Debit|KMF|266.86|ullam|N|uhop82k731cglhh|Mastercard
972179e8-13f1-cec3-8615-442224e08d91|28faebf1-df0c-1633-5e61-1e657406d993|26/03/2025|Credit|AED|145.82|perferendis|N|uwi8mw62k4g7jf3|Visa
a63ed3cf-644d-e1ae-8c66-c8b38d057142|7911cd70-437d-08c8-2bb6-e39c7e2278d8|17/03/2025|Transfer|SHP|5.27|minima|N|lev51zcxg59apzr|Mastercard
28befa08-5f65-6505-0fb0-152c61626862|5ef0ff57-3538-2609-ba98-4d2517ea21f9|12/04/2025|Transfer|MVR|288.71|neque|N|jadhtifue0c2wmd|Mastercard
e125d73d-73ae-fefb-872f-90f5163a7113|3a7fe778-f73b-bbab-6b9b-d3eb681f5bc1|28/03/2025|Debit|MDL|104.27|explicabo|N|6n41lfxgw0t4u1m|Visa
18d350bf-a2a2-ca80-1494-1dd8f27835f2|121fae90-1fce-7172-9377-2beee4aa4b36|31/03/2025|Transfer|KHR|178.2|distinctio|N|iin6jqk4i8swoae|Visa
a9743a77-85f2-0bbc-9dac-7f8205384bc0|078f4822-bdde-a748-aafa-eb1a2c5aca81|27/03/2025|Debit|LAK|253.34|quibusdam|N|gzcs2c5mi7owj78|Mastercard
7ec3f207-3417-13af-9d11-ca7927c7f149|2909f112-cf82-a0e6-6eee-2b974d62f242|02/04/2025|Credit|ZMK|235.38|debitis|N|awjzt5s1ux0ov33|Mastercard
e6d990bd-4e59-d8aa-8c92-93d8cd5b55d1|75d2fc58-9962-6830-7af5-68f837946b55|15/03/2025|Debit|USD|242.6|sit|N|s3zq20bg454oyhe|Mastercard
d2e86984-2fd9-52a3-469b-096a380275c7|bb648aa3-e742-f493-cc70-7cd2c98af903|25/03/2025|Transfer|SOS|122.28|unde|N|rfby7201noxk6t9|Mastercard
c7e43be9-cddb-c2bb-d3eb-654b6b995ace|4d48ae26-6249-65e9-e55f-1e33afc607bf|21/03/2025|Credit|SLL|339.59|dolorem|N|6458hyuxfok2ne6|Mastercard
880d0e16-a4d6-7a79-12c6-5c20b5827044|41ab336b-ffb0-9523-9f36-9cf244e8d51c|08/04/2025|Transfer|ERN|359.84|odio|N|75uzncwkgng7chp|Visa
fdf5d1d9-477d-ef59-9a87-a009177283fc|f26bdbf9-e951-0c67-f5e7-5db48c70c5e8|31/03/2025|Debit|NAD|119.38|illum|N|a5pkoc70eq2uzi0|Amex
fefe2482-804f-9d63-5388-91ef0b4a5f4d|066e7047-23ac-5739-e8d7-d3b5285369ce|09/04/2025|Credit|HTG|298.56|odit|Y|d6j8og69tdwv9q8|Mastercard
8710c31b-9835-c2ac-e84f-1303d91f10ff|1993466a-579e-0bbe-6844-0a9e520ee8cc|08/04/2025|Debit|NIO|169.2|doloribus|N|e4x3i4o2cflg7ia|Discover
c625996a-ff51-9d00-089d-eeb2a87541e1|ac75787e-0d6f-983d-c9a7-8fbcd96c09a7|31/03/2025|Debit|PHP|52.1|quibusdam|N|qnhhyqddwhvdlau|Mastercard
7e72e141-52c7-9c03-7320-58c610f276d7|cb53b1e4-ed65-fd33-b317-9e47fd3efa87|27/03/2025|Transfer|GEL|240.57|odio|N|ky7kl5vlji3lp3n|Mastercard
fa28d1d3-9ad3-194b-9cf3-b3bef3c60bd1|ae90249d-c728-fd08-104f-b8ff51b72ed2|12/04/2025|Debit|CLP|59.05|nulla|N|fldui6chb5x4o6a|Discover
30bbaca2-8275-f171-0c68-40feccbed675|f6535570-4902-c78c-649a-b318c96f2314|26/03/2025|Debit|EGP|76.12|perspiciatis|N|mfgxbqpooz4zjr3|Discover
b7b2e1a4-88d1-bdbe-8ed0-224a6ac54641|8fe932af-f4b7-620d-8eaa-6cd49ab53602|19/03/2025|Credit|DZD|76.67|repudiandae|N|w1yl7s5fdw98nzh|Mastercard
01f525c6-e053-965a-cd79-e623379eaeda|43f9cde4-080b-5b18-bae5-9d9bdff316a7|25/03/2025|Transfer|BOB|336.35|voluptatem|N|uwjod2surshxe3t|Mastercard
504709fb-8017-4b48-ebb5-49d293aa763a|80ae672a-4e5a-d7dd-d124-0c3bf7215d0c|15/03/2025|Transfer|XAU|359.57|ratione|N|gpchz6o30yge5rd|Amex
411b5d43-54de-1dee-0b6d-3a9e3948d5a2|6a06ddf6-64eb-00ff-bafb-db7b875c5000|08/04/2025|Debit|CZK|345.39|ipsa|N|zvmjyoi4kdy0zr5|Amex
507486ed-29d1-fdb8-ca09-4b89340358c2|c33aac6b-f556-f612-6fe8-0e4a2b046797|24/03/2025|Debit|XAU|58.86|occaecati|N|cj6hanmywthwuj4|Visa
53b129c6-0dc3-86c9-c24a-b514056b197e|d9241a41-df3f-a96d-b326-1fdb967bd734|01/04/2025|Debit|LSL|321.14|nihil|N|ctq6btxr06640e0|Discover
e8774506-9ef4-f20a-2c61-13a329d1bf24|520e2688-986b-1253-6ff1-338fef05d7ef|16/03/2025|Debit|BAM|242.51|quia|N|tdj1t24r5d2mvsz|Visa
09fea91f-1955-682e-8fea-828ce20cb706|f00c0ffa-45cc-ce8f-9b24-78a8293eba70|27/03/2025|Credit|BYR|56.92|id|N|6829kp55ut5h6mn|Visa
6fb46a09-1d98-f4b2-0c0b-46ab6c008631|4f44df0e-263f-141e-3b07-a752ed30845d|15/03/2025|Debit|PHP|181.73|sit|N|bvyw8icsicso8s4|Discover
6cb9b16d-872e-01dc-5b85-9e11249c5023|b5f6bf41-d151-2531-65bb-fa6cc6968584|13/04/2025|Debit|AOA|186.73|dignissimos|N|sbhjlfcgthau84e|Mastercard
c554d456-c119-3511-dffc-8ab1b86d509e|f33d2e3d-f6be-e901-ba44-eb1116273345|31/03/2025|Debit|MWK|253.67|iusto|Y|509qccpw7fyqivs|Mastercard
b48a348c-efd4-c137-8417-9674b8e42b7c|b96aa06d-f857-ee6a-3d90-2862796fbd80|28/03/2025|Debit|VUV|168.3|aut|Y|92jti7n4gsj7u9w|Discover
e26f8282-ffef-29a8-31bb-ab95eafac77f|646cbe68-ad7c-474f-0d10-3bac3c7db001|09/04/2025|Credit|YER|326.27|dolor|N|xx3f5z8vkhvjmbx|Visa
2fa14bb1-6957-d905-59b9-e54b69d88f50|046335ba-c509-f47e-3435-a7957cdabd69|19/03/2025|Transfer|XCD|155.44|aut|N|wp70p7s7oj95hy7|Discover
ec26c44e-9f59-232f-d3a2-e163b9aca32d|0892bb39-17fe-88c1-f54a-9ba135210437|05/04/2025|Transfer|JOD|17.43|consectetur|N|rhsrtiwkkblb2n6|Discover
a4b892df-daf0-234d-b8d8-c1fd8c0da301|f7872d49-77a8-6d66-ba30-92615851a020|02/04/2025|Debit|XPD|195.42|molestiae|N|t4ocroc3nfsxjpc|Mastercard
219f6ef8-1654-2d61-3bcc-fd57096001b7|78c6e2e5-5138-fd1d-a0bb-17e3553d5921|26/03/2025|Debit|SCR|144.26|quod|N|i9yblzxz2rx5mch|Discover
58704f03-2283-22ed-a1c8-a618fb191897|725eabc1-16af-7b6b-dad0-3c5bb3b27af8|27/03/2025|Transfer|KRW|165.77|suscipit|N|ugugymd4my0h1u0|Amex
b4f0157d-59d9-cadf-c0c9-d97c8e70abd4|b2cba340-90b2-c04a-9316-d77123bdc060|28/03/2025|Transfer|VEF|153.47|dolorem|N|47fgwh6zafsey3v|Mastercard
b8d7c6f8-2d29-ea70-0834-e21aba53ecf2|20b99ef1-074f-c34e-d233-e7c98e3b23d6|20/03/2025|Transfer|MYR|40.46|laudantium|N|pneozt798lubhpa|Amex
b251efea-e0f9-424c-fe7a-0d7b7009d082|9469e96f-31ca-25fd-8fd8-f9045d7098f2|23/03/2025|Credit|GIP|150.69|id|Y|x9r7t016p1599qf|Visa
a57bab47-201e-3ada-2a8d-66d3d6680149|2a5e6b59-533a-9c66-9d20-2fb8c1b496ce|26/03/2025|Credit|COP|68.7|placeat|N|o5smlsbso55ty8x|Visa
b5a3e56b-775a-c5f1-746b-abad401c6a25|a5308f0b-31f3-9c78-bb6b-f66b0ba65168|10/04/2025|Credit|ETB|243.56|dolorum|N|cidul067zy7rdoj|Discover
c38d8bdf-b461-6dc3-013d-8c72c584c01a|a6e22061-5b55-9cbb-2022-0d537dab1d78|18/03/2025|Credit|MKD|30.45|error|N|7aeutnh3vw8fgof|Amex
3c3e5b8a-a9a6-40a7-8025-b41f9eff994a|e05eb603-c394-d9a1-d239-7d894e815910|07/04/2025|Transfer|TTD|342.64|voluptas|N|rup7zbxm0a5wk1h|Mastercard
5363721c-d38d-75be-57f5-fc8f12b5570d|6da59ffe-2541-5f29-cf08-1ce6a26dc79d|10/04/2025|Transfer|SRD|8.98|dolorem|N|922v8i1wmfjsttx|Visa
9b340220-f3fb-8827-670d-111772664d74|935e7c55-2e44-1ea7-0b51-115ae2bda006|04/04/2025|Credit|LRD|187.68|itaque|N|pot60r8npgo8a8g|Visa
eec73bb1-80c7-c3af-6c24-222388af3156|4abad76c-8542-65e1-0b9a-8bb401f3c287|16/03/2025|Transfer|XFU|42.79|autem|N|iz258x2hlu95ylj|Discover
217a993b-9f2b-60fb-8b3a-818838b0f1ef|e221ba44-cd51-aefa-266c-0ea9deeb07ae|17/03/2025|Debit|MVR|290.11|inventore|N|5hgyrb3nv66rdbt|Amex
d8c71c1f-4f58-f81f-1e37-22cccf8a751a|fd868eda-f7c9-0335-b256-a2c7acf1dcb3|03/04/2025|Transfer|UAH|136.69|quia|N|ag111qnxjs46xu0|Mastercard
2b5bb6ee-2fac-af20-5216-72312c64d364|2121227e-54e1-f821-859f-8613a1dd5bf5|11/04/2025|Transfer|XPF|6.77|rerum|N|rwdc2cbz3oyihvx|Discover
94935488-4fa2-dace-60bf-0b9310a33223|b2783cdf-bd46-ba1b-498a-2d235abc2bfa|20/03/2025|Debit|IQD|178.55|labore|N|nw1xbns5emxsuhk|Amex
7365999d-7acb-9070-cadf-81bedff9e79a|0b6f32fb-0581-ec13-6633-c9d3416e2e44|22/03/2025|Debit|BZD|217.01|enim|N|66oxy9sp1kdxomh|Discover
286a4284-748a-e9fc-ccbe-39d6c462898e|572f1b6e-4caa-1bb0-7699-65e33e6a822f|25/03/2025|Debit|TMT|44.44|est|N|cmir796hwe7m93r|Amex
8108c790-bd68-ac57-28d7-db2c5e5406f5|c468c12f-c5ad-dd10-4699-04211eeb6726|24/03/2025|Debit|IQD|317.94|officiis|N|gkyyo9b6t27fciv|Mastercard
8dc944e5-6b85-0b7e-493a-f64088ae68c4|7c9f8d02-4640-bd61-694e-6b7802d3b116|24/03/2025|Credit|XOF|209.93|eos|N|u8oav6jszuukern|Amex
f55b02eb-d9b0-2f79-f77b-0b523dd1fa2d|e536ce2b-f841-30ad-a253-b9960d945b43|24/03/2025|Debit|TRY|80.07|sed|Y|fkmzdj3lz0qe4wj|Discover
a4def47e-0343-d37d-784f-35247b737d49|ae4e6071-8948-34d4-f011-83153b11740e|26/03/2025|Credit|PKR|6.79|et|N|5ftzl9mx0htysun|Discover
17ee2b37-cafe-f131-2209-23ca8441937d|5e32f953-f15a-3e91-c12a-3379169209c3|18/03/2025|Transfer|INR|61.48|laborum|N|q9rpc8pvc61gxjw|Discover
1d8d0f58-0194-55bd-0f26-c14d38458a9a|63d4bb01-f334-6994-09c2-79e3fac040c1|25/03/2025|Debit|CUP|317.63|iure|N|44ew70f6ryb4o17|Amex
f8d21779-e206-39fc-ccc7-b14beaa5b40e|c356a7d1-718f-c62f-e995-9eab38ac9931|12/04/2025|Transfer|BDT|64.34|qui|N|n9sy89fmd4u3n58|Mastercard
a872d584-0dea-dd98-5cbb-e07cd77d64e4|0eb746e4-eac4-7097-cef3-e7c602c3f7f5|06/04/2025|Credit|BAM|236.38|quaerat|N|rtmlks783msz6um|Discover
acb71182-cc7a-65d4-ce84-4f305c81b521|5f44fc05-73ea-7935-0f3a-b222b295a0fe|09/04/2025|Transfer|RON|39.82|aspernatur|N|sbxcs5vrx5576yq|Visa
c2188343-e9f1-ce9d-25d7-47699a19921f|195deb30-cd0f-ad0a-8e34-1cf19551f712|22/03/2025|Transfer|TOP|17.42|placeat|N|hdlck6zwqgvm18s|Visa
e09cc325-60a0-5832-4241-8c644e1805f9|08740e2f-529e-9ab5-542f-44ed650ff423|24/03/2025|Credit|OMR|267.29|veniam|N|2sgx8hvez195bku|Visa
79042a5f-f68b-0c92-d9ef-f60ac50b5507|624f6381-c681-13d9-ef89-c749985a35f7|03/04/2025|Transfer|LAK|53.65|et|N|z6jqrb57zprg1jd|Mastercard
85a132cd-f268-b4bd-e4ae-468f7b6d669d|4584ade0-0bf4-b966-3592-73cbdc1dd5e4|22/03/2025|Transfer|AUD|352.34|sint|N|ong1c0xmvvsk2v1|Amex
bb08a753-ceba-7f42-bd81-0639edae7797|c4ec6b5e-914e-48d8-53bb-86e540340b77|05/04/2025|Credit|XAG|152.04|rem|N|gcd8775q06m5d1e|Discover
32176953-0a2c-71f9-ac1f-581bc0cc5e53|3ee0bec7-14c4-b6e7-ec66-774e24d7d93b|06/04/2025|Credit|JMD|371.85|numquam|N|0bbzoeji06mly67|Visa
63b14a55-6e82-c2c7-b3c0-9ff4bcd1a48f|e20bdbfd-b68f-c13f-b039-f6f6ba7f78ad|01/04/2025|Transfer|BYR|296.57|minima|N|kqripi16h3dzuze|Discover
1ead7378-0990-561c-f2d2-06820072d1a0|715ff729-91d1-4df4-6294-4fe642deb6ac|21/03/2025|Debit|SHP|37.3|deleniti|N|p0ych5i0we4fpxu|Amex
79f67a2f-ce6f-6795-7abf-5b4972d09d67|d136e82a-f48f-9add-4503-bdfe778836e5|15/03/2025|Debit|LSL|224.51|et|Y|2i0h2dzjqg9kik9|Mastercard
9c79b670-0813-7b01-7291-4f134240351e|607277f0-4377-9a9a-9455-87dcecff1a47|01/04/2025|Transfer|YER|341.4|et|N|68rxajqqhft43d7|Mastercard
6cee22bb-ea41-956e-6d80-11b3a660550a|bba318bd-5567-0e1c-9f22-e40b859d27b7|05/04/2025|Debit|KES|301.29|optio|N|w2jpb57tfxzygl0|Mastercard
8e03440e-f15e-11e1-bdf9-49ffb491cd25|f4307dca-8413-8b5e-3f8e-0a628ada9ee1|04/04/2025|Credit|XOF|331.73|ut|N|2ev8c7y92xboznn|Amex
caacd183-4411-cfd9-0f93-fe497eaed82c|45bc5899-f4b5-771b-bcb0-dad43e6b6ba8|04/04/2025|Credit|MMK|207.11|praesentium|N|e9hxmtr29os9xif|Mastercard
e85544e6-d5bb-0dbd-9032-e6d92d713ebd|8e0ffa37-5009-e669-db74-197a18f9f3e9|07/04/2025|Transfer|ZMK|221.06|non|N|5ic79f9xzr3fg9k|Visa
820655e1-a63d-73d0-c1cd-c3a91e3476f4|eba70039-e56b-a5fa-aebc-3931b1a87ad5|29/03/2025|Credit|ILS|103.58|earum|N|0y51nvgqelotd3o|Mastercard
2fa50a83-4dd8-bc79-752d-dd72226dbcba|97f505e3-cb21-599b-7cbc-798fd5683616|13/04/2025|Credit|CRC|200.05|vel|N|uoofaspcm22dlky|Discover
67168c22-f432-975e-e802-5e17e44eb170|2bce253a-1bf5-e350-99c9-2373e042f978|18/03/2025|Transfer|PAB|205.59|et|N|b88xjy4wgzw477n|Discover
73132d7b-45e4-52d8-8937-f82309cf4bff|22e160fe-f257-015d-81f3-8925ba2fe7a0|09/04/2025|Credit|BWP|339.57|aut|N|c2lrchn477432q4|Visa
ed8fe0a4-891b-ff9d-526f-2e7a7a517159|87c1d6d0-98b2-273b-9a60-1c6184c82c6e|10/04/2025|Transfer|CRC|261.69|quidem|N|5kbrkytgzh7codn|Mastercard
59fdd0d4-1d97-9f11-f76d-4022b692356f|e685355a-a964-5568-f5a8-3f51ade21b0b|06/04/2025|Debit|BMD|343.12|amet|N|diun1h7wfoqnzds|Mastercard
b8e263f0-5497-3f8b-c58f-55718bf440db|9ef6bedb-1f0e-4f5b-fd14-9929f0c7e3ce|08/04/2025|Transfer|KHR|332.33|sit|N|y4zbh15p9tt50lk|Discover
02ef8c47-0cc9-aa31-45de-71b2c6b6f378|6456a75d-2f41-1509-b39e-9c2368c9de83|01/04/2025|Debit|XCD|104.01|sed|N|nfnf97pu0bw1vfh|Mastercard
942fe90b-5a0c-756b-4996-79480b12fd5e|a977fb1d-30d7-139a-53aa-2103b2d3f87e|16/03/2025|Transfer|ANG|129.64|quia|N|nit269kdymncftk|Visa
